id,incident_date,incident_time,reporting_channel,follow_up_status,is_anonymous,created_at,updated_at,location,incident_type,severity_level,victim_age,victim_gender,perpetrator_relationship,support_provided,notes,is_acknowledged,acknowledged_at,last_verified_location,location_confidence,location_source,latitude,location_accuracy,longitude,reporter_type
281,5/8/2025,9:51,Community Center,Closed,FALSE,5/9/2025 0:00,5/11/2025 18:00,Ibadan,Domestic Violence,High,33,Female,Employer,Legal Aid,I am a neighbour. The woman in the apartment beside mine has been coming out with bruises. She seems too afraid to report herself so I am doing it.,TRUE,5/9/2025 16:00,Ibadan,medium,manual_entry,7.397908,392.7,3.918296,bystander
282,5/8/2025,12:01,Dashboard,Ongoing,FALSE,5/9/2025 0:00,5/10/2025 17:00,Bauchi,Others,High,66,Male,Teacher,Shelter,I heard a loud argument followed by screaming from a nearby building. When I went to check I found someone badly hurt. I called for help and I am also reporting here.,TRUE,5/9/2025 10:00,Bauchi,medium,gps,10.279437,8.6,9.795654,bystander
283,5/9/2025,12:08,Mobile App,Closed,FALSE,5/9/2025 19:00,5/10/2025 15:00,Kaduna,Domestic Violence,Medium,58,Female,Relative,Medical Care,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",TRUE,5/10/2025 2:00,Kaduna,high,gps,10.495559,19.2,7.425492,victim
284,5/9/2025,23:14,Hotline,Ongoing,FALSE,5/10/2025 12:00,5/12/2025 8:00,Onitsha,Sexual Assault,Critical,67,Female,Stranger,Medical Care,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,5/10/2025 20:00,Onitsha,medium,manual_entry,6.132024,257.4,6.780747,bystander
285,5/11/2025,21:02,Community Center,Ongoing,FALSE,5/11/2025 9:00,5/14/2025 7:00,Jos,Domestic Violence,High,37,Female,Employer,Shelter,He came home drunk and started hitting me. My children were watching. I am hiding with them in the backyard. Please come quickly.,TRUE,5/11/2025 18:00,Jos,low,manual_entry,9.936916,285.8,8.843126,victim
286,5/13/2025,10:00,Dashboard,Ongoing,TRUE,5/13/2025 4:00,5/13/2025 5:00,Onitsha,Domestic Violence,High,15,Female,Spouse,Medical Care,"This has been happening for two years. I finally found the courage to report. He controls everything — money, movement. I need support to leave.",TRUE,5/13/2025 15:00,Onitsha,medium,gps,6.144199,8.8,6.815365,victim
287,4/13/2025,14:28,Mobile App,Closed,FALSE,4/14/2025 6:00,4/16/2025 6:00,Kaduna,Child Abuse,Critical,31,Female,Employer,Medical Care,My neighbour's child came to our house at night crying and said her stepmother had beaten her and thrown her outside. She has marks on her body.,TRUE,4/14/2025 8:00,Kaduna,medium,gps,10.500154,28.3,7.428709,bystander
288,5/14/2025,4:50,Mobile App,Ongoing,TRUE,5/14/2025 2:00,5/14/2025 3:00,Ibadan,Sexual Assault,High,23,Female,Neighbor,Shelter,My friend confided in me that she was assaulted by her boyfriend. She is too ashamed to report herself. I am reporting with her knowledge and permission.,TRUE,5/14/2025 9:00,Ibadan,medium,gps,7.413736,23.1,3.991952,bystander
289,5/14/2025,23:19,Mobile App,Closed,TRUE,5/15/2025 9:00,5/17/2025 17:00,Kaduna,Harassment,Low,35,Male,Employer,Counseling,"A man followed me from the bus stop all the way to my street, making sexual remarks. I had to enter a shop to escape him. I am still shaking.",TRUE,5/15/2025 15:00,Kaduna,high,gps,10.475207,18.1,7.459159,victim
290,5/15/2025,8:43,Hotline,Closed,FALSE,5/16/2025 16:00,5/19/2025 12:00,Port Harcourt,Sexual Assault,High,19,Female,Partner,Shelter,I was drugged at a party and woke up realising something had happened to me. I am confused and scared. I do not know what to do or who to tell.,TRUE,5/17/2025 1:00,Port Harcourt,medium,manual_entry,4.814812,407.7,7.025624,victim
291,5/15/2025,9:52,Mobile App,Closed,TRUE,5/16/2025 2:00,5/18/2025 13:00,Uyo,Harassment,Medium,22,Female,Relative,Counseling,Someone has been sending me explicit messages on social media and threatening to share my photos. I do not know what to do.,TRUE,5/16/2025 21:00,Uyo,medium,gps,5.033614,10.6,7.960803,victim
292,5/16/2025,0:58,Hotline,Closed,FALSE,5/17/2025 18:00,5/17/2025 23:00,Abeokuta,Sexual Assault,High,64,Female,Relative,Counseling,I was attacked on my way home from work last night. A man I did not know forced himself on me. I am at my friend's place. I need help and medical attention.,TRUE,5/17/2025 21:00,Abeokuta,medium,manual_entry,7.146762,298.7,3.344775,victim
293,5/16/2025,2:49,Mobile App,Ongoing,FALSE,5/17/2025 21:00,5/18/2025 19:00,Enugu,Domestic Violence,Medium,20,Female,Spouse,Counseling,"This has been happening for two years. I finally found the courage to report. He controls everything — money, movement. I need support to leave.",TRUE,5/18/2025 4:00,Enugu,high,gps,6.47174,19.1,7.520415,victim
294,5/1/2025,4:31,Community Center,Ongoing,FALSE,5/1/2025 3:00,5/2/2025 9:00,Kano,Sexual Assault,Critical,5,Female,Relative,Counseling,I was drugged at a party and woke up realising something had happened to me. I am confused and scared. I do not know what to do or who to tell.,TRUE,5/1/2025 15:00,Kano,medium,manual_entry,11.959786,172,8.554888,victim
295,5/16/2025,15:25,Community Center,Closed,FALSE,5/17/2025 11:00,5/17/2025 16:00,Kano,Child Abuse,Critical,43,Female,Colleague,Legal Aid,My teacher beats me with a cane almost every day for small mistakes. I have marks on my back and legs. I am afraid to go to school.,TRUE,5/17/2025 17:00,Kano,medium,manual_entry,11.965005,57,8.55719,victim
296,5/17/2025,0:35,Community Center,Closed,FALSE,5/18/2025 22:00,5/21/2025 1:00,Ibadan,Domestic Violence,Critical,17,Female,Employer,Legal Aid,My colleague came to work today with a swollen eye. She said she fell but I do not believe her. I am reporting because I am concerned for her.,TRUE,5/19/2025 1:00,Ibadan,low,manual_entry,7.341383,305,3.961087,bystander
297,5/18/2025,2:45,Dashboard,Ongoing,TRUE,5/18/2025 22:00,5/21/2025 0:00,Enugu,Domestic Violence,Critical,31,Female,Spouse,Shelter,I live next door and I can hear screaming almost every night. Tonight I saw her running out with blood on her face. I called for help on her behalf.,FALSE,,Enugu,medium,gps,6.426588,23.1,7.530967,bystander
298,5/18/2025,11:59,Community Center,Ongoing,FALSE,5/18/2025 7:00,5/20/2025 15:00,Onitsha,Child Abuse,Critical,16,Female,Stranger,Legal Aid,I noticed a child in my neighbourhood with burns and bruises on different parts of her body. When I asked she said her father did it. I am very worried.,TRUE,5/18/2025 9:00,Onitsha,medium,manual_entry,6.182479,486,6.784396,bystander
299,5/18/2025,17:14,Dashboard,Closed,FALSE,5/19/2025 17:00,5/21/2025 4:00,Onitsha,Domestic Violence,High,67,Female,Employer,Medical Care,I was passing by and saw a man dragging a woman by the hair into a house. She was crying. Other people just walked past. I had to report this.,TRUE,5/20/2025 8:00,Onitsha,high,gps,6.159556,18.8,6.754232,bystander
300,5/19/2025,11:21,Dashboard,Ongoing,FALSE,5/19/2025 12:00,5/21/2025 13:00,Benin,Domestic Violence,High,26,Female,Stranger,Legal Aid,I have been beaten repeatedly by my partner. Tonight was the worst. I am at a neighbour's house right now. Please send help.,TRUE,5/19/2025 22:00,Benin,high,gps,6.304229,22.8,5.557787,victim
301,5/19/2025,13:19,Mobile App,Ongoing,FALSE,5/19/2025 10:00,5/21/2025 11:00,Port Harcourt,Child Abuse,Critical,13,Female,Guardian,Counseling,I noticed a child in my neighbourhood with burns and bruises on different parts of her body. When I asked she said her father did it. I am very worried.,FALSE,,Port Harcourt,medium,gps,4.782494,14.7,7.027659,bystander
302,5/21/2025,7:25,Dashboard,Ongoing,FALSE,5/21/2025 6:00,5/21/2025 7:00,Port Harcourt,Domestic Violence,Critical,23,Female,Teacher,Counseling,My husband threatened to kill me if I told anyone. I have bruises on my arms and face. I left the house with my children and I need help urgently.,FALSE,,Port Harcourt,high,gps,4.783301,7.6,7.00867,victim
303,5/21/2025,12:34,Mobile App,Ongoing,FALSE,5/22/2025 4:00,5/24/2025 14:00,Lagos,Child Abuse,Critical,12,Female,Guardian,Medical Care,The man my mother is staying with does bad things to me when she is not around. I do not know who else to tell.,TRUE,5/22/2025 13:00,Lagos,high,gps,6.486464,7.2,3.375278,victim
304,5/24/2025,13:45,Dashboard,Closed,FALSE,5/25/2025 1:00,5/25/2025 3:00,Ibadan,Sexual Assault,Critical,49,Female,Partner,Medical Care,I was assaulted by someone I considered a friend. He threatened me not to tell anyone. I am finally speaking out because I cannot carry this alone.,TRUE,5/25/2025 11:00,Ibadan,high,gps,7.348133,23.1,3.933427,victim
305,5/25/2025,1:06,Dashboard,Ongoing,TRUE,5/26/2025 10:00,5/27/2025 8:00,Owerri,Child Abuse,Critical,48,Female,Relative,Counseling,My uncle has been touching me in ways that make me uncomfortable. I told my mother but she did not believe me. Please help me.,TRUE,5/26/2025 13:00,Owerri,high,gps,5.483942,11.7,7.052339,victim
306,5/25/2025,16:15,Community Center,Closed,FALSE,5/25/2025 11:00,5/27/2025 19:00,Lagos,Domestic Violence,High,47,Male,Partner,Legal Aid,I witnessed the man beating his wife in the compound. She fell down. She told me not to report but I am very worried about her safety.,TRUE,5/25/2025 20:00,Lagos,medium,manual_entry,6.478331,402.2,3.409141,bystander
307,5/26/2025,15:06,Community Center,Ongoing,FALSE,5/26/2025 16:00,5/29/2025 8:00,Benin,Domestic Violence,Critical,28,Female,Spouse,Counseling,I witnessed the man beating his wife in the compound. She fell down. She told me not to report but I am very worried about her safety.,TRUE,5/26/2025 20:00,Benin,low,manual_entry,6.34779,187.1,5.561876,bystander
308,4/26/2025,17:33,Hotline,Ongoing,FALSE,4/27/2025 16:00,4/29/2025 17:00,Bauchi,Domestic Violence,Critical,68,Female,Relative,Counseling,I have been beaten repeatedly by my partner. Tonight was the worst. I am at a neighbour's house right now. Please send help.,FALSE,,Bauchi,medium,manual_entry,10.353158,243.8,9.886287,victim
309,5/26/2025,23:06,Dashboard,Ongoing,FALSE,5/26/2025 21:00,5/27/2025 23:00,Uyo,Child Abuse,Critical,15,Male,Neighbor,Counseling,I work at a clinic. A child was brought in with injuries that are inconsistent with the story the adult gave. I suspect the child is being abused.,TRUE,5/27/2025 0:00,Uyo,high,gps,4.993808,12.3,7.890488,bystander
310,5/26/2025,23:50,Hotline,Ongoing,FALSE,5/26/2025 16:00,5/28/2025 10:00,Lagos,Domestic Violence,High,36,Female,Relative,Counseling,He came home drunk and started hitting me. My children were watching. I am hiding with them in the backyard. Please come quickly.,TRUE,5/26/2025 23:00,Lagos,low,manual_entry,6.55502,316.5,3.404026,victim
311,5/27/2025,11:51,Hotline,Closed,FALSE,5/28/2025 12:00,5/28/2025 16:00,Abuja,Sexual Assault,Critical,10,Female,Neighbor,Counseling,My friend confided in me that she was assaulted by her boyfriend. She is too ashamed to report herself. I am reporting with her knowledge and permission.,TRUE,5/29/2025 12:00,Abuja,low,manual_entry,9.044952,247.3,7.369535,bystander
312,5/27/2025,19:40,Hotline,Ongoing,TRUE,5/28/2025 3:00,5/30/2025 19:00,Onitsha,Sexual Assault,High,66,Female,Neighbor,Counseling,My friend confided in me that she was assaulted by her boyfriend. She is too ashamed to report herself. I am reporting with her knowledge and permission.,TRUE,5/28/2025 8:00,Onitsha,low,manual_entry,6.129847,371.9,6.785452,bystander
313,5/27/2025,22:58,Dashboard,Ongoing,FALSE,5/28/2025 5:00,5/30/2025 19:00,Lagos,Child Abuse,Critical,9,Male,Teacher,Shelter,The man my mother is staying with does bad things to me when she is not around. I do not know who else to tell.,TRUE,5/28/2025 14:00,Lagos,medium,gps,6.536225,15.5,3.366091,victim
314,5/28/2025,1:20,Hotline,Ongoing,TRUE,5/29/2025 21:00,6/1/2025 18:00,Bauchi,Sexual Assault,Critical,43,Female,Stranger,Shelter,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,5/29/2025 23:00,Bauchi,low,manual_entry,10.312053,345.9,9.868947,bystander
315,5/28/2025,2:11,Hotline,Ongoing,FALSE,5/29/2025 18:00,5/30/2025 0:00,Abeokuta,Domestic Violence,High,43,Female,Teacher,Legal Aid,I was passing by and saw a man dragging a woman by the hair into a house. She was crying. Other people just walked past. I had to report this.,TRUE,5/30/2025 5:00,Abeokuta,medium,manual_entry,7.101168,485.1,3.337144,bystander
316,5/28/2025,7:32,Mobile App,Closed,FALSE,5/28/2025 7:00,5/28/2025 9:00,Port Harcourt,Domestic Violence,Critical,64,Female,Colleague,Medical Care,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",TRUE,5/28/2025 11:00,Port Harcourt,medium,gps,4.836935,23.7,7.089321,victim
317,5/28/2025,16:54,Community Center,Ongoing,FALSE,5/29/2025 0:00,5/31/2025 3:00,Kano,Domestic Violence,High,44,Female,Spouse,Counseling,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",TRUE,5/29/2025 11:00,Kano,low,manual_entry,12.003368,205.2,8.595211,victim
318,5/7/2025,21:52,Community Center,Ongoing,TRUE,5/7/2025 7:00,5/8/2025 21:00,Uyo,Harassment,High,14,Female,Colleague,Medical Care,A girl in my office has been visibly distressed. I found out she is being harassed by a senior colleague. She is afraid of losing her job so I am reporting.,TRUE,5/7/2025 9:00,Uyo,low,manual_entry,4.998417,206.7,7.907541,bystander
319,5/29/2025,9:43,Mobile App,Ongoing,TRUE,5/29/2025 14:00,6/1/2025 9:00,Benin,Others,Low,36,Female,Guardian,Medical Care,I witnessed a violent attack on a man near the motor park. The victim was seriously injured. I helped him to safety and I am now reporting the incident.,TRUE,5/29/2025 22:00,Benin,medium,gps,6.338262,22.4,5.577947,bystander
320,5/2/2025,4:51,Hotline,Ongoing,TRUE,5/2/2025 20:00,5/3/2025 2:00,Benin,Sexual Assault,Critical,17,Male,Spouse,Counseling,My uncle assaulted me last weekend when everyone else had gone out. I could not scream. I have not been able to eat or sleep since then.,FALSE,,Benin,medium,manual_entry,6.311924,341.6,5.591428,victim
321,5/30/2025,4:52,Community Center,Closed,TRUE,5/31/2025 10:00,6/1/2025 9:00,Abeokuta,Others,High,50,Male,Teacher,Shelter,I was physically attacked by my former employer after I reported him for fraud. I have injuries and I fear for my safety.,TRUE,6/1/2025 4:00,Abeokuta,medium,manual_entry,7.099507,481.3,3.344108,victim
322,5/30/2025,5:41,Hotline,Closed,FALSE,5/31/2025 17:00,6/1/2025 17:00,Kaduna,Domestic Violence,Medium,25,Female,Partner,Legal Aid,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",TRUE,5/31/2025 23:00,Kaduna,medium,manual_entry,10.481645,228,7.39925,victim
323,5/30/2025,9:00,Dashboard,Closed,TRUE,5/31/2025 14:00,6/2/2025 21:00,Lagos,Harassment,Medium,43,Female,Stranger,Counseling,Three boys from my street harass me every day on my way to school. They block my path and say terrible things. I cannot take it anymore.,TRUE,6/1/2025 3:00,Lagos,high,gps,6.486376,10.1,3.418253,victim
324,5/30/2025,17:51,Mobile App,Ongoing,TRUE,5/30/2025 7:00,6/2/2025 4:00,Owerri,Sexual Assault,High,24,Female,Partner,Shelter,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,5/30/2025 13:00,Owerri,high,gps,5.492959,11.6,7.05121,bystander
325,5/30/2025,19:42,Dashboard,Ongoing,TRUE,5/31/2025 15:00,6/2/2025 17:00,Owerri,Others,Low,67,Female,Spouse,Counseling,I have been receiving death threats from people whose identity I do not fully know. I believe it is connected to a land dispute involving my family.,TRUE,6/1/2025 1:00,Owerri,high,gps,5.512517,26.1,7.033144,victim
326,5/31/2025,12:33,Mobile App,Ongoing,TRUE,6/1/2025 16:00,6/2/2025 3:00,Kaduna,Sexual Assault,High,31,Female,Teacher,Legal Aid,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,TRUE,6/1/2025 22:00,Kaduna,high,gps,10.469192,7.9,7.420211,bystander
327,6/1/2025,20:45,Hotline,Ongoing,FALSE,6/2/2025 9:00,6/4/2025 11:00,Kaduna,Domestic Violence,High,18,Female,Partner,Counseling,"This has been happening for two years. I finally found the courage to report. He controls everything — money, movement. I need support to leave.",TRUE,6/2/2025 12:00,Kaduna,medium,manual_entry,10.519184,133.6,7.441044,victim
328,6/1/2025,21:57,Community Center,Ongoing,FALSE,6/1/2025 11:00,6/4/2025 2:00,Ibadan,Domestic Violence,High,17,Female,Relative,Shelter,I live next door and I can hear screaming almost every night. Tonight I saw her running out with blood on her face. I called for help on her behalf.,TRUE,6/1/2025 14:00,Ibadan,medium,manual_entry,7.370666,328.7,3.909758,bystander
329,5/24/2025,23:11,Hotline,Ongoing,FALSE,5/25/2025 8:00,5/26/2025 2:00,Uyo,Domestic Violence,Medium,30,Female,Neighbor,Legal Aid,I was passing by and saw a man dragging a woman by the hair into a house. She was crying. Other people just walked past. I had to report this.,TRUE,5/25/2025 15:00,Uyo,medium,manual_entry,5.016078,234.1,7.899108,bystander
330,6/3/2025,5:07,Dashboard,Closed,TRUE,6/4/2025 22:00,6/7/2025 7:00,Enugu,Sexual Assault,Critical,11,Female,Stranger,Legal Aid,I was drugged at a party and woke up realising something had happened to me. I am confused and scared. I do not know what to do or who to tell.,TRUE,6/5/2025 14:00,Enugu,medium,gps,6.472992,5.8,7.553478,victim
331,6/3/2025,8:52,Community Center,Ongoing,TRUE,6/3/2025 3:00,6/4/2025 15:00,Lagos,Harassment,Low,20,Female,Relative,Legal Aid,"I saw a group of men surrounding a young woman at the market, touching her and refusing to let her pass. She looked terrified. I am reporting on her behalf.",TRUE,6/3/2025 8:00,Lagos,medium,manual_entry,6.51001,304.5,3.427852,bystander
332,6/3/2025,20:17,Hotline,Ongoing,FALSE,6/4/2025 13:00,6/5/2025 4:00,Jos,Domestic Violence,Medium,9,Female,Guardian,Legal Aid,He came home drunk and started hitting me. My children were watching. I am hiding with them in the backyard. Please come quickly.,TRUE,6/4/2025 22:00,Jos,medium,manual_entry,9.907077,293.9,8.832023,victim
333,6/3/2025,22:59,Hotline,Closed,FALSE,6/4/2025 5:00,6/7/2025 3:00,Kaduna,Domestic Violence,High,40,Female,Neighbor,Counseling,I have been beaten repeatedly by my partner. Tonight was the worst. I am at a neighbour's house right now. Please send help.,TRUE,6/4/2025 12:00,Kaduna,low,manual_entry,10.470678,381.2,7.381786,victim
334,6/4/2025,3:56,Mobile App,Closed,FALSE,6/4/2025 3:00,6/6/2025 13:00,Ibadan,Harassment,Medium,16,Female,Neighbor,Legal Aid,"A man followed me from the bus stop all the way to my street, making sexual remarks. I had to enter a shop to escape him. I am still shaking.",TRUE,6/4/2025 12:00,Ibadan,high,gps,7.352096,16,3.913068,victim
335,6/5/2025,7:42,Mobile App,Closed,FALSE,6/5/2025 14:00,6/7/2025 11:00,Uyo,Child Abuse,Critical,56,Female,Neighbor,Shelter,My teacher beats me with a cane almost every day for small mistakes. I have marks on my back and legs. I am afraid to go to school.,TRUE,6/6/2025 13:00,Uyo,high,gps,5.006357,9.1,7.89131,victim
336,6/5/2025,12:51,Dashboard,Ongoing,FALSE,6/5/2025 14:00,6/5/2025 22:00,Owerri,Sexual Assault,High,52,Male,Neighbor,Shelter,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,6/5/2025 23:00,Owerri,medium,gps,5.450937,9.2,7.072977,bystander
337,5/7/2025,7:16,Dashboard,Ongoing,FALSE,5/8/2025 13:00,5/10/2025 0:00,Lagos,Domestic Violence,Medium,31,Male,Spouse,Shelter,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",FALSE,,Lagos,medium,gps,6.482423,25.4,3.381651,victim
338,6/6/2025,19:30,Mobile App,Ongoing,TRUE,6/6/2025 4:00,6/7/2025 16:00,Jos,Sexual Assault,Critical,53,Male,Colleague,Counseling,I found my younger sister crying and she told me what happened to her. She does not want our parents to know. I am reporting because she needs help.,FALSE,,Jos,high,gps,9.88754,11.2,8.906538,bystander
339,6/7/2025,10:29,Dashboard,Ongoing,FALSE,6/8/2025 20:00,6/10/2025 23:00,Enugu,Domestic Violence,High,24,Female,Guardian,Shelter,I live next door and I can hear screaming almost every night. Tonight I saw her running out with blood on her face. I called for help on her behalf.,TRUE,6/9/2025 6:00,Enugu,medium,gps,6.419604,15.4,7.536186,bystander
340,6/7/2025,11:23,Hotline,Closed,FALSE,6/8/2025 17:00,6/9/2025 5:00,Abuja,Harassment,High,28,Female,Colleague,Counseling,A girl in my office has been visibly distressed. I found out she is being harassed by a senior colleague. She is afraid of losing her job so I am reporting.,TRUE,6/9/2025 6:00,Abuja,medium,manual_entry,9.123447,362.6,7.435151,bystander
341,6/7/2025,21:58,Hotline,Closed,TRUE,6/8/2025 8:00,6/10/2025 2:00,Owerri,Domestic Violence,Medium,19,Male,Neighbor,Counseling,I witnessed the man beating his wife in the compound. She fell down. She told me not to report but I am very worried about her safety.,TRUE,6/9/2025 3:00,Owerri,low,manual_entry,5.515307,378.9,7.00909,bystander
342,6/8/2025,0:47,Dashboard,Ongoing,FALSE,6/8/2025 5:00,6/11/2025 2:00,Lagos,Sexual Assault,Critical,21,Female,Neighbor,Counseling,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,6/8/2025 12:00,Lagos,high,gps,6.491489,11.7,3.396064,bystander
343,6/8/2025,10:19,Mobile App,Closed,FALSE,6/9/2025 12:00,6/10/2025 5:00,Uyo,Child Abuse,Critical,40,Male,Spouse,Legal Aid,My uncle has been touching me in ways that make me uncomfortable. I told my mother but she did not believe me. Please help me.,TRUE,6/10/2025 7:00,Uyo,high,gps,5.080638,27.4,7.918476,victim
344,6/8/2025,21:47,Hotline,Ongoing,FALSE,6/8/2025 7:00,6/10/2025 18:00,Enugu,Child Abuse,Critical,11,Female,Relative,Counseling,A child came to my shop crying and said his guardian beats him regularly and does not feed him. He begged me to help him. I am reporting immediately.,TRUE,6/8/2025 10:00,Enugu,low,manual_entry,6.465561,496.3,7.524398,bystander
345,6/9/2025,10:11,Hotline,Ongoing,FALSE,6/10/2025 21:00,6/11/2025 14:00,Kaduna,Child Abuse,Critical,28,Female,Partner,Legal Aid,I am a teacher. One of my students has been coming to school with visible injuries and seems very withdrawn. I suspect abuse at home.,FALSE,,Kaduna,medium,manual_entry,10.537449,92,7.385204,bystander
346,6/6/2025,10:11,Dashboard,Ongoing,TRUE,6/6/2025 6:00,6/8/2025 6:00,Kaduna,Domestic Violence,High,43,Female,Employer,Legal Aid,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",TRUE,6/6/2025 17:00,Kaduna,high,gps,10.492868,20.6,7.409044,victim
347,6/9/2025,13:20,Dashboard,Closed,TRUE,6/10/2025 18:00,6/11/2025 6:00,Jos,Harassment,Medium,47,Female,Guardian,Counseling,Three boys from my street harass me every day on my way to school. They block my path and say terrible things. I cannot take it anymore.,TRUE,6/11/2025 17:00,Jos,high,gps,9.897261,16.9,8.832541,victim
348,6/9/2025,17:50,Community Center,Closed,FALSE,6/9/2025 15:00,6/12/2025 10:00,Jos,Harassment,Medium,46,Female,Teacher,Counseling,My landlord keeps coming to my room uninvited and making uncomfortable advances. I have asked him to stop but it has continued.,TRUE,6/10/2025 13:00,Jos,low,manual_entry,9.857984,363,8.869362,victim
349,6/9/2025,18:21,Mobile App,Ongoing,FALSE,6/10/2025 21:00,6/11/2025 14:00,Uyo,Domestic Violence,High,29,Male,Spouse,Shelter,I have been beaten repeatedly by my partner. Tonight was the worst. I am at a neighbour's house right now. Please send help.,TRUE,6/11/2025 1:00,Uyo,medium,gps,5.016563,25.1,7.920924,victim
350,6/10/2025,17:17,Community Center,Closed,FALSE,6/11/2025 0:00,6/12/2025 15:00,Owerri,Domestic Violence,Medium,26,Female,Guardian,Legal Aid,He hit me again tonight. I managed to lock myself in the bathroom and call for help. This has been going on for months and I am scared for my life.,TRUE,6/11/2025 5:00,Owerri,low,manual_entry,5.449036,338.7,7.031414,victim
351,6/10/2025,18:37,Mobile App,Ongoing,FALSE,6/11/2025 10:00,6/11/2025 12:00,Benin,Domestic Violence,High,15,Female,Teacher,Medical Care,"He threw me against the wall and broke my phone. I borrowed a neighbour's phone to report. I cannot go back home, it is not safe.",TRUE,6/11/2025 13:00,Benin,medium,gps,6.338259,10.3,5.558882,victim
352,6/11/2025,1:20,Dashboard,Ongoing,TRUE,6/12/2025 16:00,6/15/2025 1:00,Port Harcourt,Domestic Violence,Medium,11,Female,Guardian,Medical Care,"This has been happening for two years. I finally found the courage to report. He controls everything — money, movement. I need support to leave.",FALSE,,Port Harcourt,high,gps,4.79926,8.5,7.013241,victim
353,6/11/2025,17:44,Hotline,Closed,FALSE,6/12/2025 23:00,6/15/2025 1:00,Owerri,Child Abuse,Critical,29,Male,Colleague,Counseling,The man my mother is staying with does bad things to me when she is not around. I do not know who else to tell.,TRUE,6/13/2025 11:00,Owerri,medium,manual_entry,5.439937,406,7.082296,victim
354,6/11/2025,20:53,Mobile App,Ongoing,FALSE,6/12/2025 18:00,6/13/2025 5:00,Kano,Child Abuse,Critical,17,Male,Spouse,Shelter,The man my mother is staying with does bad things to me when she is not around. I do not know who else to tell.,TRUE,6/13/2025 4:00,Kano,medium,gps,11.984435,12.1,8.622987,victim
355,5/29/2025,19:47,Community Center,Ongoing,FALSE,5/29/2025 14:00,6/1/2025 9:00,Abeokuta,Sexual Assault,Critical,16,Female,Teacher,Legal Aid,A colleague assaulted me after a work event. I kept quiet because he is my senior and I was afraid. I cannot keep this to myself anymore.,TRUE,5/29/2025 18:00,Abeokuta,medium,manual_entry,7.122964,340.8,3.38005,victim
356,6/5/2025,6:38,Hotline,Ongoing,FALSE,6/6/2025 1:00,6/6/2025 16:00,Kaduna,Others,Critical,70,Female,Relative,Legal Aid,I saw a woman being dragged into a car against her will near the junction. I screamed and people came but the car drove off. I am reporting what I saw.,TRUE,6/6/2025 12:00,Kaduna,low,manual_entry,10.536523,494.1,7.426064,bystander
357,6/6/2025,17:00,Mobile App,Closed,FALSE,6/7/2025 1:00,6/9/2025 7:00,Owerri,Others,Critical,45,Female,Employer,Legal Aid,I was robbed at gunpoint and the attacker hit me on the head before running away. I managed to get to safety but I am injured and still shaking.,TRUE,6/7/2025 13:00,Owerri,high,gps,5.480758,24.1,7.024484,victim
358,6/13/2025,18:41,Hotline,Ongoing,TRUE,6/14/2025 14:00,6/14/2025 23:00,Enugu,Sexual Assault,Critical,21,Male,Colleague,Medical Care,A woman came to my door last night looking terrified. She said she had been assaulted nearby. I let her in and I am reporting on her behalf.,TRUE,6/14/2025 18:00,Enugu,low,manual_entry,6.443287,476.9,7.589353,bystander
359,6/14/2025,1:46,Dashboard,Ongoing,FALSE,6/15/2025 17:00,6/18/2025 10:00,Abeokuta,Domestic Violence,Critical,43,Female,Teacher,Medical Care,I have been beaten repeatedly by my partner. Tonight was the worst. I am at a neighbour's house right now. Please send help.,FALSE,,Abeokuta,high,gps,7.180562,7.1,3.408403,victim
360,6/14/2025,2:02,Mobile App,Ongoing,FALSE,6/14/2025 6:00,6/15/2025 22:00,Uyo,Child Abuse,Critical,55,Female,Guardian,Legal Aid,I work at a clinic. A child was brought in with injuries that are inconsistent with the story the adult gave. I suspect the child is being abused.,TRUE,6/14/2025 10:00,Uyo,high,gps,5.00013,18.4,7.935887,bystander
361,6/14/2025,6:08,Community Center,Closed,FALSE,6/15/2025 17:00,6/16/2025 2:00,Enugu,Others,Medium,13,Female,Colleague,Shelter,I was physically attacked by my former employer after I reported him for fraud. I have injuries and I fear for my safety.,TRUE,6/16/2025 3:00,Enugu,low,manual_entry,6.502234,76.1,7.514523,victim
